Review ID,Review,Overall sentiment (Annotator),Explicit Aspect,Implicit Aspect phrase,Category,Explicit Opinion ,Implicit Opinion  phrase,Sentiment towards aspect
181,"It is the best place very near to the King Abdulaziz Gate of Haram, just 5 min. walk.
All the facilities like food, grocery, barber shop etc. are within 2 min.
Excellent place to live very near to Haram. Neat and clean without smelly carpets.
They have 4 high speed big elevators.",Positive,carpets,-,Housekeeping,null, without smelly,Positive
181,"It is the best place very near to the King Abdulaziz Gate of Haram, just 5 min. walk.
All the facilities like food, grocery, barber shop etc. are within 2 min.
Excellent place to live very near to Haram. Neat and clean without smelly carpets.
They have 4 high speed big elevators.",Positive,elevators,,Amenities ,speed big,,Positive
182,"1 - i made special request that i need the 2 booked room connected because I check in with my wife and babies .
Unfortunately they made the reservation each room in different floor.. they are babies 4 and 3 years it’s difficult to let them stay in different floor.
2- every time i get out from i face difficulty to go up to my room sometimes i stay 1 hour front of the twin elevators . I thank only 2 small left with many numbers of guests not sufficient has to be at least 4 lefts to cover the guests and stuff",Negative,elevators ,-,Amenities ,null,not sufficient,Negative
182,"1 - i made special request that i need the 2 booked room connected because I check in with my wife and babies .
Unfortunately they made the reservation each room in different floor.. they are babies 4 and 3 years it’s difficult to let them stay in different floor.
2- every time i get out from i face difficulty to go up to my room sometimes i stay 1 hour front of the twin elevators . I thank only 2 small left with many numbers of guests not sufficient has to be at least 4 lefts to cover the guests and stuff",Negative,request ,-,Reservations,null,each room in different floor,Negative
183,"Very poor layout, 
Elevators easily breakdown and start skipping floors
Bathroom stinks, seems like molded 
No bathtub, messes up the whole room
Bathroom tiles are not properly graded, very poor draining
Phone is broken, no mean to call the front desk",Negative,Elevators ,-,Amenities ,breakdown ,,Negative
183,"Very poor layout, 
Elevators easily breakdown and start skipping floors
Bathroom stinks, seems like molded 
No bathtub, messes up the whole room
Bathroom tiles are not properly graded, very poor draining
Phone is broken, no mean to call the front desk",Negative,Phone ,-,Engineering,broken,,Negative
183,"Very poor layout, 
Elevators easily breakdown and start skipping floors
Bathroom stinks, seems like molded 
No bathtub, messes up the whole room
Bathroom tiles are not properly graded, very poor draining
Phone is broken, no mean to call the front desk",Negative,tiles ,-,Furniture ,null,not properly graded,Negative
183,"Very poor layout, 
Elevators easily breakdown and start skipping floors
Bathroom stinks, seems like molded 
No bathtub, messes up the whole room
Bathroom tiles are not properly graded, very poor draining
Phone is broken, no mean to call the front desk",Negative,Bathroom ,-,Housekeeping,null,molded ,Negative
183,"Very poor layout, 
Elevators easily breakdown and start skipping floors
Bathroom stinks, seems like molded 
No bathtub, messes up the whole room
Bathroom tiles are not properly graded, very poor draining
Phone is broken, no mean to call the front desk",Negative,bathtub,-,General,null,No ,Negative
183,"Very poor layout, 
Elevators easily breakdown and start skipping floors
Bathroom stinks, seems like molded 
No bathtub, messes up the whole room
Bathroom tiles are not properly graded, very poor draining
Phone is broken, no mean to call the front desk",Negative,draining,-,Engineering,poor ,,Negative
183,"Very poor layout, 
Elevators easily breakdown and start skipping floors
Bathroom stinks, seems like molded 
No bathtub, messes up the whole room
Bathroom tiles are not properly graded, very poor draining
Phone is broken, no mean to call the front desk",Negative,layout,-,General,poor ,,Negative
183,"Very poor layout, 
Elevators easily breakdown and start skipping floors
Bathroom stinks, seems like molded 
No bathtub, messes up the whole room
Bathroom tiles are not properly graded, very poor draining
Phone is broken, no mean to call the front desk",Negative,Bathroom ,-,Housekeeping,stinks,,Negative
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,staff ,,Human Resources ,accommodating,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,rooms ,-,Room,big ,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,exterior ,-,Housekeeping,clean ,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,lobby ,-,Housekeeping,clean ,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,rooms ,-,Room,cozy,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,Breakfast ,-,Food and beverage,excellent ,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,elevators ,-,Amenities ,fast ,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,staff ,-,Human Resources ,friendly ,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,location ,-,Location,perfect,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,exterior ,-,Furniture ,pleasing ,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,lobby ,-,General,pleasing ,,Positive
184,"The location is perfect, rooms are big and ""cozy"". Breakfast is excellent and staff especially Anwar from housekeeping were very friendly and accommodating. The lobby area and exterior are pretty clean and looks esthetically pleasing also the elevators are fast and plenty to get you down on time for prayers.",Positive,elevators ,-,Amenities ,plenty ,,Positive
185,"accessibility. Need to take 2 elevators, not all are working, have to wait longer with many people. anyhow tolerable due to the price & location compared to others",Negative,elevators,-,Amenities ,null,not all are working,Negative
185,"accessibility. Need to take 2 elevators, not all are working, have to wait longer with many people. anyhow tolerable due to the price & location compared to others",Negative,elevators,-,Amenities ,null,have to wait longer,Negative
185,"accessibility. Need to take 2 elevators, not all are working, have to wait longer with many people. anyhow tolerable due to the price & location compared to others",Negative,accessibility,-,General,null,Need to take 2 elevators,Negative
185,"accessibility. Need to take 2 elevators, not all are working, have to wait longer with many people. anyhow tolerable due to the price & location compared to others",Negative,location ,-,Location,tolerable ,,Negative
185,"accessibility. Need to take 2 elevators, not all are working, have to wait longer with many people. anyhow tolerable due to the price & location compared to others",Negative,price ,-,Value,tolerable ,,Negative
186,"Perfect location, very near to Haram. Big rooms with fast elevators. Housekeeping staff is very tentative.",Positive,rooms,,Room,Big  ,,Positive
186,"Perfect location, very near to Haram. Big rooms with fast elevators. Housekeeping staff is very tentative.",Positive,elevators,,Amenities ,fast ,,Positive
186,"Perfect location, very near to Haram. Big rooms with fast elevators. Housekeeping staff is very tentative.",Positive,null,,Location,null,near to Haram,Positive
186,"Perfect location, very near to Haram. Big rooms with fast elevators. Housekeeping staff is very tentative.",Positive,location,,Location,Perfect ,,Positive
186,"Perfect location, very near to Haram. Big rooms with fast elevators. Housekeeping staff is very tentative.",Positive,Housekeeping ,,Housekeeping,tentative,,Positive
187,"The check-in causes some delay. The elevators most of the time are usually crowded, with staffs sharing the same elevator causing delays. The breakfast is expensive with very limited choices. The staffs could not understand what you requested.",Negative,elevators ,-,Amenities ,crowded,,Negative
187,"The check-in causes some delay. The elevators most of the time are usually crowded, with staffs sharing the same elevator causing delays. The breakfast is expensive with very limited choices. The staffs could not understand what you requested.",Negative,breakfast ,-,Food and beverage,limited ,,Negative
187,"The check-in causes some delay. The elevators most of the time are usually crowded, with staffs sharing the same elevator causing delays. The breakfast is expensive with very limited choices. The staffs could not understand what you requested.",Negative,staffs ,-,Human Resources ,,understand what you requested,Negative
187,"The check-in causes some delay. The elevators most of the time are usually crowded, with staffs sharing the same elevator causing delays. The breakfast is expensive with very limited choices. The staffs could not understand what you requested.",Negative,,staffs sharing the same elevator,Amenities ,,causing delays,Negative
187,"The check-in causes some delay. The elevators most of the time are usually crowded, with staffs sharing the same elevator causing delays. The breakfast is expensive with very limited choices. The staffs could not understand what you requested.",Negative,check-in ,-,Front office,,causes some delay,Negative
188,"Location is good. Room decoration is good.
Fast elevators.",Positive,elevators,-,Amenities ,Fast ,,Positive
188,"Location is good. Room decoration is good.
Fast elevators.",Positive,decoration ,-,Furniture ,good,,Positive
188,"Location is good. Room decoration is good.
Fast elevators.",Positive,Location ,-,Location,good,,Positive
189,Having to change into different elevators to get to the 45th floor and also issues with the room being advertised as haram view but turned out to be partial view customer service was bad when I tried to change my room the hotel did not respond to booking team for 2 days,Negative,customer service,-,Human Resources ,bad ,,Negative
189,Having to change into different elevators to get to the 45th floor and also issues with the room being advertised as haram view but turned out to be partial view customer service was bad when I tried to change my room the hotel did not respond to booking team for 2 days,Negative,elevators,-,Amenities ,null,Having to change,Negative
189,Having to change into different elevators to get to the 45th floor and also issues with the room being advertised as haram view but turned out to be partial view customer service was bad when I tried to change my room the hotel did not respond to booking team for 2 days,Negative,null, advertised as haram view ,Sales and marketing,null,partial view ,Negative
190,"Cooperative team.
Excelant service
Comfortable lobby
Furniture and facilities are in good condition.
Good number of elevators
Clean linean",Positive,linean,,Housekeeping,Clean ,,Positive
190,"Cooperative team.
Excelant service
Comfortable lobby
Furniture and facilities are in good condition.
Good number of elevators
Clean linean",Positive,lobby,-,General,Comfortable ,,Positive
190,"Cooperative team.
Excelant service
Comfortable lobby
Furniture and facilities are in good condition.
Good number of elevators
Clean linean",Positive,team,-,Human Resources ,Cooperative ,,Positive
190,"Cooperative team.
Excelant service
Comfortable lobby
Furniture and facilities are in good condition.
Good number of elevators
Clean linean",Positive,service,-,Human Resources ,Excelant ,,Positive
190,"Cooperative team.
Excelant service
Comfortable lobby
Furniture and facilities are in good condition.
Good number of elevators
Clean linean",Positive,elevators,-,Amenities ,good ,,Positive
190,"Cooperative team.
Excelant service
Comfortable lobby
Furniture and facilities are in good condition.
Good number of elevators
Clean linean",Positive,facilities ,-,Amenities ,good ,,Positive
190,"Cooperative team.
Excelant service
Comfortable lobby
Furniture and facilities are in good condition.
Good number of elevators
Clean linean",Positive,Furniture ,-,Furniture ,good ,,Positive
191,"The hotel has very bad service. We checked out and were waiting well over 45 mins for a bellboy,  25 minutes for an elevator and further disappointment when we got to reception. The whole process was very distressing. This hotel in general has a real issue with the elevators. You can be waiting a long time to get one during peak times and it is very confusing too. Will not be fooling myself thinking it is a convenient hotel again, it is anything but convenient for Masjid al Haram.",Negative,service,-,Human Resources ,bad ,,Negative
191,"The hotel has very bad service. We checked out and were waiting well over 45 mins for a bellboy,  25 minutes for an elevator and further disappointment when we got to reception. The whole process was very distressing. This hotel in general has a real issue with the elevators. You can be waiting a long time to get one during peak times and it is very confusing too. Will not be fooling myself thinking it is a convenient hotel again, it is anything but convenient for Masjid al Haram.",Negative,reception,-,,disappointment ,,Negative
191,"The hotel has very bad service. We checked out and were waiting well over 45 mins for a bellboy,  25 minutes for an elevator and further disappointment when we got to reception. The whole process was very distressing. This hotel in general has a real issue with the elevators. You can be waiting a long time to get one during peak times and it is very confusing too. Will not be fooling myself thinking it is a convenient hotel again, it is anything but convenient for Masjid al Haram.",Negative,process ,-,Front office,distressing,,Negative
191,"The hotel has very bad service. We checked out and were waiting well over 45 mins for a bellboy,  25 minutes for an elevator and further disappointment when we got to reception. The whole process was very distressing. This hotel in general has a real issue with the elevators. You can be waiting a long time to get one during peak times and it is very confusing too. Will not be fooling myself thinking it is a convenient hotel again, it is anything but convenient for Masjid al Haram.",Negative,bellboy,-,Human Resources ,null,waiting ,Negative
191,"The hotel has very bad service. We checked out and were waiting well over 45 mins for a bellboy,  25 minutes for an elevator and further disappointment when we got to reception. The whole process was very distressing. This hotel in general has a real issue with the elevators. You can be waiting a long time to get one during peak times and it is very confusing too. Will not be fooling myself thinking it is a convenient hotel again, it is anything but convenient for Masjid al Haram.",Negative,elevator ,-,Amenities ,null,25 minutes,Negative
191,"The hotel has very bad service. We checked out and were waiting well over 45 mins for a bellboy,  25 minutes for an elevator and further disappointment when we got to reception. The whole process was very distressing. This hotel in general has a real issue with the elevators. You can be waiting a long time to get one during peak times and it is very confusing too. Will not be fooling myself thinking it is a convenient hotel again, it is anything but convenient for Masjid al Haram.",Negative,elevators,-,Amenities ,null,has a real issue,Negative
191,"The hotel has very bad service. We checked out and were waiting well over 45 mins for a bellboy,  25 minutes for an elevator and further disappointment when we got to reception. The whole process was very distressing. This hotel in general has a real issue with the elevators. You can be waiting a long time to get one during peak times and it is very confusing too. Will not be fooling myself thinking it is a convenient hotel again, it is anything but convenient for Masjid al Haram.",Negative,null,it ,General,null,anything but convenient,Negative
192,"Elevators are not working. Bathrooms are dirty and some parts are broken, no towels, furniture is not cleaned.",Negative,Bathrooms ,,Housekeeping,broken,,Negative
192,"Elevators are not working. Bathrooms are dirty and some parts are broken, no towels, furniture is not cleaned.",Negative,Bathrooms ,,Housekeeping,dirty ,,Negative
192,"Elevators are not working. Bathrooms are dirty and some parts are broken, no towels, furniture is not cleaned.",Negative,Elevators ,-,Amenities ,null,not working,Negative
192,"Elevators are not working. Bathrooms are dirty and some parts are broken, no towels, furniture is not cleaned.",Negative,furniture ,,Furniture ,null,not cleaned,Negative
192,"Elevators are not working. Bathrooms are dirty and some parts are broken, no towels, furniture is not cleaned.",Negative,towels,,Amenities ,null,no,Negative
193,"good breakfast.
location very close to the haram.
executive lounge friendly staff Mr. Raza Ahmed and Mr. Gulam Nabi.
Elevators are available all the time.",Positive,Elevators ,-,Amenities ,available ,,Positive
193,"good breakfast.
location very close to the haram.
executive lounge friendly staff Mr. Raza Ahmed and Mr. Gulam Nabi.
Elevators are available all the time.",Positive,staff ,-,Human Resources ,friendly ,,Positive
193,"good breakfast.
location very close to the haram.
executive lounge friendly staff Mr. Raza Ahmed and Mr. Gulam Nabi.
Elevators are available all the time.",Positive,,Mr. Raza Ahmed ,Human Resources ,friendly ,,Positive
193,"good breakfast.
location very close to the haram.
executive lounge friendly staff Mr. Raza Ahmed and Mr. Gulam Nabi.
Elevators are available all the time.",Positive,, Mr. Gulam Nabi,Human Resources ,friendly ,,Positive
193,"good breakfast.
location very close to the haram.
executive lounge friendly staff Mr. Raza Ahmed and Mr. Gulam Nabi.
Elevators are available all the time.",Positive,breakfast,-,Food and beverage,good ,,Positive
193,"good breakfast.
location very close to the haram.
executive lounge friendly staff Mr. Raza Ahmed and Mr. Gulam Nabi.
Elevators are available all the time.",Positive,location ,-,Lounge,, close to the haram,Positive
194,"Making me waiting to check out for 10 minutes without making sure if i use the mini bar even i told them i ised it. The sttaf asked her workmate to check me out after waiting as she claimed verifying what i used. Staff name's kholod as i recall. Even no toothbrush for high price room.
Tv screen scratched, elevators not cleaned from spills, and at lobby there was flies.",Negative,check out,-,Front office,null,waiting ,Negative
194,"Making me waiting to check out for 10 minutes without making sure if i use the mini bar even i told them i ised it. The sttaf asked her workmate to check me out after waiting as she claimed verifying what i used. Staff name's kholod as i recall. Even no toothbrush for high price room.
Tv screen scratched, elevators not cleaned from spills, and at lobby there was flies.",Negative,elevators ,-,Amenities ,null,not cleaned,Negative
194,"Making me waiting to check out for 10 minutes without making sure if i use the mini bar even i told them i ised it. The sttaf asked her workmate to check me out after waiting as she claimed verifying what i used. Staff name's kholod as i recall. Even no toothbrush for high price room.
Tv screen scratched, elevators not cleaned from spills, and at lobby there was flies.",Negative,lobby ,-,General,null,there was flies.,Negative
194,"Making me waiting to check out for 10 minutes without making sure if i use the mini bar even i told them i ised it. The sttaf asked her workmate to check me out after waiting as she claimed verifying what i used. Staff name's kholod as i recall. Even no toothbrush for high price room.
Tv screen scratched, elevators not cleaned from spills, and at lobby there was flies.",Negative,room,-,Value,null,high price,Negative
194,"Making me waiting to check out for 10 minutes without making sure if i use the mini bar even i told them i ised it. The sttaf asked her workmate to check me out after waiting as she claimed verifying what i used. Staff name's kholod as i recall. Even no toothbrush for high price room.
Tv screen scratched, elevators not cleaned from spills, and at lobby there was flies.",Negative,toothbrush ,-,Amenities ,null,no ,Negative
194,"Making me waiting to check out for 10 minutes without making sure if i use the mini bar even i told them i ised it. The sttaf asked her workmate to check me out after waiting as she claimed verifying what i used. Staff name's kholod as i recall. Even no toothbrush for high price room.
Tv screen scratched, elevators not cleaned from spills, and at lobby there was flies.",Negative,Tv ,-,Amenities ,scratched,,Negative
195,"Very spacious suite , it has 3 bathrooms ,it has separate elevators for higher floors and the breakfast menu was diverse.",Positive,breakfast ,-,Food and beverage,diverse,,Positive
195,"Very spacious suite , it has 3 bathrooms ,it has separate elevators for higher floors and the breakfast menu was diverse.",Positive,elevators ,-,Amenities ,separate ,,Positive
195,"Very spacious suite , it has 3 bathrooms ,it has separate elevators for higher floors and the breakfast menu was diverse.",Positive,suite ,-,Room,spacious ,,Positive
196,"Location, Rooms are nice and smell good baths are clean, elevators are very efficient",Positive,baths ,,Housekeeping,clean,,Positive
196,"Location, Rooms are nice and smell good baths are clean, elevators are very efficient",Positive,elevators ,,Amenities ,efficient,,Positive
196,"Location, Rooms are nice and smell good baths are clean, elevators are very efficient",Positive,Rooms ,,Room,nice ,,Positive
196,"Location, Rooms are nice and smell good baths are clean, elevators are very efficient",Positive,Location,,Location,null,,Positive
196,"Location, Rooms are nice and smell good baths are clean, elevators are very efficient",Positive,Rooms ,,Housekeeping,null, smell good ,Positive
197,"location is superb, Architecture, accessibility to rooms ( compared to clock tower where you have to switch elevators in 11th floor , also you have to walk so many corridors, it takes 10 mins to go up/down in click tower where it takes only 3 minutes in Makkah towers",Positive,Architecture,-,General,null,,Positive
197,"location is superb, Architecture, accessibility to rooms ( compared to clock tower where you have to switch elevators in 11th floor , also you have to walk so many corridors, it takes 10 mins to go up/down in click tower where it takes only 3 minutes in Makkah towers",Positive,accessibility ,-,General,null,takes only 3 minutes,Positive
197,"location is superb, Architecture, accessibility to rooms ( compared to clock tower where you have to switch elevators in 11th floor , also you have to walk so many corridors, it takes 10 mins to go up/down in click tower where it takes only 3 minutes in Makkah towers",Positive,location ,-,Location,superb,,Positive
198,"Elevator not enough, even if it work good 
Have to increase one or more elevators
Food not good 
Staff not very helpful",Negative,Elevator ,-,Amenities ,null,not enough,Negative
198,"Elevator not enough, even if it work good 
Have to increase one or more elevators
Food not good 
Staff not very helpful",Negative,Food ,-,Food and beverage,null,not good,Negative
198,"Elevator not enough, even if it work good 
Have to increase one or more elevators
Food not good 
Staff not very helpful",Negative,Staff ,-,Human Resources ,null,not very helpful,Negative
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,facility,-,General,clean ,,Positive
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,null,-,Location,close to al haram,,Positive
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,room,-,Room,comfortable ,,Positive
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,breakfast,-,Food and beverage,good ,,Positive
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,location ,-,Location,good ,,Positive
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,elevators,-,Amenities ,null,,Positive
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,null,,Location,null,easy access ,Positive
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,breakfast,-,Food and beverage,rich ,,Positive
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,null, Mr. Ibrahim,Human Resources ,special thanks ,,Positive
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,null,Mr. Ammar ,Human Resources ,special thanks ,,Positive
199,"clean facility, multi elevators, comfortable room, very good location close to al haram and also easy access to taxi, Bus..., rich and very good breakfast, special thanks to Mr. Ibrahim, Mr. Ammar and Mr. Eyad",Positive,null,Mr. Eyad,Human Resources ,special thanks ,,Positive
200,"""poor elevators performance. very slow and despite there was no load on them, most of elevators are down and not working well. Also, most the screens inside elevators are not working! 
The sound system inside the hotel mosque should be fixed or replaced. The sound is very loud and it’s not only about being too much loud (which can cause deafness), but the sound system seems dead and should be replaced. i visited many hotels and never observed similar issue. The sound in Fairmont mosque really makes you feel uncomfortable and may cause deaf.""",Positive,sound system ,-,Engineering,dead ,,Negative
200,"""poor elevators performance. very slow and despite there was no load on them, most of elevators are down and not working well. Also, most the screens inside elevators are not working! 
The sound system inside the hotel mosque should be fixed or replaced. The sound is very loud and it’s not only about being too much loud (which can cause deafness), but the sound system seems dead and should be replaced. i visited many hotels and never observed similar issue. The sound in Fairmont mosque really makes you feel uncomfortable and may cause deaf.""",Positive,elevators ,-,Amenities ,down ,,Negative
200,"""poor elevators performance. very slow and despite there was no load on them, most of elevators are down and not working well. Also, most the screens inside elevators are not working! 
The sound system inside the hotel mosque should be fixed or replaced. The sound is very loud and it’s not only about being too much loud (which can cause deafness), but the sound system seems dead and should be replaced. i visited many hotels and never observed similar issue. The sound in Fairmont mosque really makes you feel uncomfortable and may cause deaf.""",Positive,sound ,-,Engineering,loud ,,Negative
200,"""poor elevators performance. very slow and despite there was no load on them, most of elevators are down and not working well. Also, most the screens inside elevators are not working! 
The sound system inside the hotel mosque should be fixed or replaced. The sound is very loud and it’s not only about being too much loud (which can cause deafness), but the sound system seems dead and should be replaced. i visited many hotels and never observed similar issue. The sound in Fairmont mosque really makes you feel uncomfortable and may cause deaf.""",Positive,elevators ,-,Amenities ,poor ,,Negative
200,"""poor elevators performance. very slow and despite there was no load on them, most of elevators are down and not working well. Also, most the screens inside elevators are not working! 
The sound system inside the hotel mosque should be fixed or replaced. The sound is very loud and it’s not only about being too much loud (which can cause deafness), but the sound system seems dead and should be replaced. i visited many hotels and never observed similar issue. The sound in Fairmont mosque really makes you feel uncomfortable and may cause deaf.""",Positive,elevators ,-,Amenities ,slow ,,Negative
200,"""poor elevators performance. very slow and despite there was no load on them, most of elevators are down and not working well. Also, most the screens inside elevators are not working! 
The sound system inside the hotel mosque should be fixed or replaced. The sound is very loud and it’s not only about being too much loud (which can cause deafness), but the sound system seems dead and should be replaced. i visited many hotels and never observed similar issue. The sound in Fairmont mosque really makes you feel uncomfortable and may cause deaf.""",Positive,sound ,-,Engineering,uncomfortable ,,Negative
200,"""poor elevators performance. very slow and despite there was no load on them, most of elevators are down and not working well. Also, most the screens inside elevators are not working! 
The sound system inside the hotel mosque should be fixed or replaced. The sound is very loud and it’s not only about being too much loud (which can cause deafness), but the sound system seems dead and should be replaced. i visited many hotels and never observed similar issue. The sound in Fairmont mosque really makes you feel uncomfortable and may cause deaf.""",Positive,screens ,-,Engineering,, not working,Negative
200,"""poor elevators performance. very slow and despite there was no load on them, most of elevators are down and not working well. Also, most the screens inside elevators are not working! 
The sound system inside the hotel mosque should be fixed or replaced. The sound is very loud and it’s not only about being too much loud (which can cause deafness), but the sound system seems dead and should be replaced. i visited many hotels and never observed similar issue. The sound in Fairmont mosque really makes you feel uncomfortable and may cause deaf.""",Positive,sound system,-,Engineering,,should be fixed,Negative
200,"""poor elevators performance. very slow and despite there was no load on them, most of elevators are down and not working well. Also, most the screens inside elevators are not working! 
The sound system inside the hotel mosque should be fixed or replaced. The sound is very loud and it’s not only about being too much loud (which can cause deafness), but the sound system seems dead and should be replaced. i visited many hotels and never observed similar issue. The sound in Fairmont mosque really makes you feel uncomfortable and may cause deaf.""",Positive,sound system,-,Engineering,,replaced,Negative
201,"“it was an amazing experience. I strongly recommend the hotel for everyone who would like to experience calmness, hospita”",Positive,experience,-,General,amazing ,,Positive
201,"“it was an amazing experience. I strongly recommend the hotel for everyone who would like to experience calmness, hospita”",Positive,hotel ,-,General,,recommend ,Positive
202,"Everything is perfect, location, place and staff specially Mr Ahmed was too friendly and helpful. 
There is no playground for kids or swimming pool In the hotel, But there is a garden with playground just in front of the hotel
It was nice experience, I will visit agin for sure",Positive,null,Mr Ahmed,Human Resources ,friendly ,,Positive
202,"Everything is perfect, location, place and staff specially Mr Ahmed was too friendly and helpful. 
There is no playground for kids or swimming pool In the hotel, But there is a garden with playground just in front of the hotel
It was nice experience, I will visit agin for sure",Positive,null,Mr Ahmed,Human Resources ,helpful,,Positive
202,"Everything is perfect, location, place and staff specially Mr Ahmed was too friendly and helpful. 
There is no playground for kids or swimming pool In the hotel, But there is a garden with playground just in front of the hotel
It was nice experience, I will visit agin for sure",Positive,experience,,General,nice ,,Positive
202,"Everything is perfect, location, place and staff specially Mr Ahmed was too friendly and helpful. 
There is no playground for kids or swimming pool In the hotel, But there is a garden with playground just in front of the hotel
It was nice experience, I will visit agin for sure",Positive,playground ,-,Amenities ,null,no ,Positive
202,"Everything is perfect, location, place and staff specially Mr Ahmed was too friendly and helpful. 
There is no playground for kids or swimming pool In the hotel, But there is a garden with playground just in front of the hotel
It was nice experience, I will visit agin for sure",Positive,pool ,-,Amenities ,null,no ,Positive
202,"Everything is perfect, location, place and staff specially Mr Ahmed was too friendly and helpful. 
There is no playground for kids or swimming pool In the hotel, But there is a garden with playground just in front of the hotel
It was nice experience, I will visit agin for sure",Positive,location,-,Location,null,,Positive
202,"Everything is perfect, location, place and staff specially Mr Ahmed was too friendly and helpful. 
There is no playground for kids or swimming pool In the hotel, But there is a garden with playground just in front of the hotel
It was nice experience, I will visit agin for sure",Positive,place ,-,General,null,,Positive
202,"Everything is perfect, location, place and staff specially Mr Ahmed was too friendly and helpful. 
There is no playground for kids or swimming pool In the hotel, But there is a garden with playground just in front of the hotel
It was nice experience, I will visit agin for sure",Positive,staff ,-,Human Resources ,null,,Positive
